2, 116.36422, 39.88781, 2008-02-02 13:33:52
2, 116.37481, 39.88782, 2008-02-02 13:37:16
2, 116.37677, 39.88791, 2008-02-02 13:38:53
2, 116.38033, 39.88795, 2008-02-02 13:42:18
2, 116.39392, 39.89014, 2008-02-02 13:43:55
2, 116.41149, 39.89152, 2008-02-02 13:47:20
2, 116.42105, 39.89194, 2008-02-02 13:48:57
2, 116.4215, 39.89823, 2008-02-02 13:52:21
2, 116.4215, 39.89902, 2008-02-02 13:53:58
2, 116.42972, 39.90726, 2008-02-02 13:57:23
2, 116.4302, 39.91176, 2008-02-02 13:59:00
2, 116.44396, 39.908, 2008-02-02 14:02:25
2, 116.4441, 39.90807, 2008-02-02 14:04:02
2, 116.4441, 39.90807, 2008-02-02 14:04:02
2, 116.45478, 39.90392, 2008-02-02 14:09:03
2, 116.4551, 39.88981, 2008-02-02 14:12:28
2, 116.45485, 39.88333, 2008-02-02 14:14:05
2, 116.46018, 39.88052, 2008-02-02 14:17:30
2, 116.4578, 39.88109, 2008-02-02 14:19:07
2, 116.4578, 39.88109, 2008-02-02 14:19:07
2, 116.45848, 39.88104, 2008-02-02 16:02:25
2, 116.45851, 39.88104, 2008-02-02 16:03:10
2, 116.4554, 39.87517, 2008-02-02 16:07:27
2, 116.45531, 39.8785, 2008-02-02 16:08:12
2, 116.4554, 39.88053, 2008-02-02 16:12:28
2, 116.4554, 39.88053, 2008-02-02 16:13:13
2, 116.4554, 39.88053, 2008-02-02 16:17:30
2, 116.4554, 39.88053, 2008-02-02 16:18:15
2, 116.45478, 39.86868, 2008-02-02 16:22:32
2, 116.45445, 39.8669, 2008-02-02 16:23:17
2, 116.46708, 39.84569, 2008-02-02 16:28:18
2, 116.42174, 39.83097, 2008-02-02 16:32:35
2, 116.41076, 39.83099, 2008-02-02 16:33:20
2, 116.39512, 39.82268, 2008-02-02 16:37:37
2, 116.39516, 39.822, 2008-02-02 16:38:22
2, 116.39601, 39.80646, 2008-02-02 16:42:38
2, 116.39626, 39.80351, 2008-02-02 16:43:23
2, 116.39229, 39.7915, 2008-02-02 16:47:40
2, 116.39145, 39.7899, 2008-02-02 16:48:25
2, 116.38921, 39.80046, 2008-02-02 16:53:27
2, 116.39642, 39.81015, 2008-02-02 16:57:43
2, 116.39631, 39.81256, 2008-02-02 16:58:28
2, 116.39534, 39.82989, 2008-02-02 17:02:45
2, 116.39496, 39.8369, 2008-02-02 17:03:30
2, 116.39496, 39.8369, 2008-02-02 17:03:30
2, 116.39413, 39.85653, 2008-02-02 17:07:47
2, 116.39436, 39.86041, 2008-02-02 17:08:32
